"PVWatts: Hourly PV Performance Data"
"Requested Location:","Swan Island, Portland, OR 97217"
"Location:","Lat, Lon: 45.57, -122.7"
"Lat (deg N):","45.57"
"Long (deg W):","122.7"
"Elev (m):","46.150001525879"
"DC System Size (kW):","221.36"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.085"
"Capacity Factor (%)","12.7"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","12","21","0","0","7","0","0","7","0","0"
"11","12","22","0","0","7","0","0","7","0","0"
"11","12","23","0","0","7","0","0","7","0","0"
"11","13","0","0","0","7","0","0","7","0","0"
"11","13","1","0","0","7","0","0","7","0","0"
"11","13","2","0","0","7","0","0","7","0","0"
"11","13","3","0","0","7","0","0","7","0","0"
"11","13","4","0","0","7","0","0","7","0","0"
"11","13","5","0","0","8","0","0","8","0","0"
"11","13","6","0","0","7","0","0","7","0","0"
"11","13","7","0","10","8","0","9.465","4.121","1976.802","708.932"
"11","13","8","0","63","9","0","62.901","7.682","12937.074","11459.501"
"11","13","9","8","112","10","0","117.141","12.521","23552.561","21854.25"
"11","13","10","0","40","10","0","37.942","9.423","7744.525","6368.606"
"11","13","11","0","8","11","0","7.579","7.62","1559.258","299.011"
"11","13","12","0","23","11","0","21.804","7.849","4481.201","3167.044"
"11","13","13","0","130","11","0","129.707","13.564","25995.391","24243.828"
"11","13","14","30","112","11","0","135.623","15.28","26834.791","25064.717"
"11","13","15","6","59","11","0","61.829","12.074","12421.042","10953.758"
"11","13","16","0","5","10","0","4.727","6.817","975.896","0"
"11","13","17","0","0","10","1","0","10","0","0"
"11","13","18","0","0","10","1","0","10","0","0"
"11","13","19","0","0","10","1","0","10","0","0"
"11","13","20","0","0","10","1","0","10","0","0"
"11","13","21","0","0","10","1","0","10","0","0"
"11","13","22","0","0","10","1","0","10","0","0"
"11","13","23","0","0","10","1","0","10","0","0"
"11","14","0","0","0","10","1","0","10","0","0"
"11","14","1","0","0","10","1","0","10","0","0"
"11","14","2","0","0","10","1","0","10","0","0"
"11","14","3","0","0","10","1","0","10","0","0"
"11","14","4","0","0","10","1","0","10","0","0"
"11","14","5","0","0","10","1","0","10","0","0"
"11","14","6","0","0","10","1","0","10","0","0"
"11","14","7","0","7","10","0","6.621","6.074","1371.215","114.392"
"11","14","8","0","47","10","0","45.16","7.865","9280.805","7875.243"
"11","14","9","0","87","10","0","85.146","10.606","17289.75","15723.767"
"11","14","10","38","155","11","0","191.178","17.125","37618.965","35601.426"
"11","14","11","0","91","11","0","87.255","13.966","17455.904","15886.487"
"11","14","12","0","8","12","0","7.579","9.391","1547.164","287.138"
"11","14","13","0","49","12","0","46.497","10.055","9464.494","8055.364"
"11","14","14","0","35","11","0","33.181","8.959","6786.577","5428.959"
"11","14","15","0","17","10","0","16.094","6.915","3321.111","2028.516"
"11","14","16","0","0","9","0","0","9","0","0"
"11","14","17","0","0","9","0","0","9","0","0"
"11","14","18","0","0","10","0","0","10","0","0"
"11","14","19","0","0","10","0","0","10","0","0"
"11","14","20","0","0","10","0","0","10","0","0"
"11","14","21","0","0","10","0","0","10","0","0"
"11","14","22","0","0","10","0","0","10","0","0"
"11","14","23","0","0","11","0","0","11","0","0"
"11","15","0","0","0","11","1","0","11","0","0"
"11","15","1","0","0","12","1","0","12","0","0"
"11","15","2","0","0","12","1","0","12","0","0"
"11","15","3","0","0","11","1","0","11","0","0"
"11","15","4","0","0","11","1","0","11","0","0"
"11","15","5","0","0","11","1","0","11","0","0"
"11","15","6","0","0","10","1","0","10","0","0"
"11","15","7","0","22","9","1","21.878","7.074","4511.572","3196.848"
"11","15","8","542","48","9","1","283.797","16.001","51897.035","49524.313"
"11","15","9","430","99","9","1","364.324","19.943","69137.211","66293.781"
"11","15","10","87","163","10","1","233.569","17.178","45852.035","43633.523"
"11","15","11","0","6","10","1","5.684","8.894","1162.79","0"
"11","15","12","569","119","9","1","560.634","24.687","105855.18","101856.727"
"11","15","13","361","137","9","1","406.358","22.627","77255.477","74174.547"
"11","15","14","323","104","8","1","304.486","17.697","58394.699","55849.945"
"11","15","15","236","58","8","1","165.923","12.67","31287.154","29417.084"
"11","15","16","0","0","7","0","0","7","0","0"
"11","15","17","0","0","6","0","0","6","0","0"
"11","15","18","0","0","6","0","0","6","0","0"
"11","15","19","0","0","5","0","0","5","0","0"
"11","15","20","0","0","5","0","0","5","0","0"
"11","15","21","0","0","5","0","0","5","0","0"
"11","15","22","0","0","5","0","0","5","0","0"
"11","15","23","0","0","5","0","0","5","0","0"
"11","16","0","0","0","5","0","0","5","0","0"
"11","16","1","0","0","5","0","0","5","0","0"
"11","16","2","0","0","5","0","0","5","0","0"
"11","16","3","0","0","5","0","0","5","0","0"
"11","16","4","0","0","5","0","0","5","0","0"
"11","16","5","0","0","5","0","0","5","0","0"
"11","16","6","0","0","5","0","0","5","0","0"
"11","16","7","0","10","5","0","9.466","0.998","2003.483","735.125"
"11","16","8","52","69","5","0","95.406","5.072","19401.371","17791.445"
"11","16","9","88","124","5","0","182.64","10.878","36652.203","34657.578"
"11","16","10","17","142","6","0","154.495","11.721","31175.994","29308.457"
"11","16","11","15","157","6","1","168.992","9.942","34389.648","32448.094"
"11","16","12","15","156","7","1","167.953","10.986","34020.637","32087.658"
"11","16","13","0","13","7","0","12.313","5.837","2552.815","1274.385"
"11","16","14","0","9","7","0","8.518","3.153","1786.331","521.942"
"11","16","15","507","43","6","0","249.756","13.746","45499.961","43290.258"
"11","16","16","0","0","5","0","0","5","0","0"
"11","16","17","0","0","4","0","0","4","0","0"
"11","16","18","0","0","4","0","0","4","0","0"
"11","16","19","0","0","4","0","0","4","0","0"
"11","16","20","0","0","4","0","0","4","0","0"
"11","16","21","0","0","4","0","0","4","0","0"
"11","16","22","0","0","4","0","0","4","0","0"
"11","16","23","0","0","4","0","0","4","0","0"
"11","17","0","0","0","4","0","0","4","0","0"
"11","17","1","0","0","4","0","0","4","0","0"
"11","17","2","0","0","4","0","0","4","0","0"
"11","17","3","0","0","3","0","0","3","0","0"
"11","17","4","0","0","3","0","0","3","0","0"
"11","17","5","0","0","3","0","0","3","0","0"
"11","17","6","0","0","3","0","0","3","0","0"
"11","17","7","0","11","3","0","10.416","-1.031","2223.426","951.041"
"11","17","8","100","68","4","0","118.244","5.576","23682.023","21980.914"
"11","17","9","137","123","5","0","215.428","12.527","42762.688","40620.813"
"11","17","10","421","128","6","0","437.876","22.955","83080.43","79822.844"
"11","17","11","43","169","7","0","212.046","17.577","41662.988","39548.035"
"11","17","12","105","179","8","0","277.711","18.943","54138.727","51707.387"
"11","17","13","47","149","8","0","190.52","16.197","37611.277","35593.922"
"11","17","14","706","56","8","0","449.878","25.118","82273.633","79040.828"
"11","17","15","543","39","7","0","254.83","19.269","45030.223","42832.238"
"11","17","16","0","0","6","0","0","6","0","0"
"11","17","17","0","0","4","0","0","4","0","0"
"11","17","18","0","0","3","0","0","3","0","0"
"11","17","19","0","0","3","0","0","3","0","0"
"11","17","20","0","0","3","0","0","3","0","0"
"11","17","21","0","0","3","0","0","3","0","0"
"11","17","22","0","0","3","0","0","3","0","0"
"11","17","23","0","0","2","0","0","2","0","0"
"11","18","0","0","0","2","0","0","2","0","0"
"11","18","1","0","0","2","0","0","2","0","0"
"11","18","2","0","0","3","0","0","3","0","0"
"11","18","3","0","0","3","0","0","3","0","0"
"11","18","4","0","0","3","0","0","3","0","0"
"11","18","5","0","0","3","0","0","3","0","0"
"11","18","6","0","0","3","0","0","3","0","0"
"11","18","7","0","4","3","0","3.781","-1.324","807.986","0"
"11","18","8","0","39","4","0","37.007","1.177","7826.596","6449.103"
"11","18","9","0","76","5","0","73.773","4.533","15380.718","13853.869"
"11","18","10","0","9","6","0","8.523","2.962","1788.9","524.464"
"11","18","11","3","143","6","0","145.226","9.025","29689.242","27855.41"
"11","18","12","30","161","7","1","193.429","11.702","39032.961","36981.652"
"11","18","13","0","99","8","1","96.64","9.733","19699.072","18082.896"
"11","18","14","0","71","8","0","68.742","8.691","14076.325","12575.894"
"11","18","15","0","34","7","0","32.253","5.149","6706.655","5350.557"
"11","18","16","0","0","6","0","0","6","0","0"
"11","18","17","0","0","6","0","0","6","0","0"
"11","18","18","0","0","6","0","0","6","0","0"
"11","18","19","0","0","6","0","0","6","0","0"
"11","18","20","0","0","6","0","0","6","0","0"
"11","18","21","0","0","5","0","0","5","0","0"
"11","18","22","0","0","5","0","0","5","0","0"
"11","18","23","0","0","5","0","0","5","0","0"
"11","19","0","0","0","4","0","0","4","0","0"
"11","19","1","0","0","4","0","0","4","0","0"
"11","19","2","0","0","5","0","0","5","0","0"
"11","19","3","0","0","5","0","0","5","0","0"
"11","19","4","0","0","6","0","0","6","0","0"
"11","19","5","0","0","6","0","0","6","0","0"
"11","19","6","0","0","7","0","0","7","0","0"
"11","19","7","0","8","7","0","7.57","2.949","1588.916","328.128"
"11","19","8","130","65","8","0","131.613","10.34","25638.914","23895.178"
"11","19","9","199","116","9","1","247.477","15.402","48287.344","46007.379"
"11","19","10","67","153","11","1","208.767","16.753","41074.797","38974.172"
"11","19","11","473","135","12","1","503.963","26.839","94213.531","90603.758"
"11","19","12","299","163","13","1","403.512","26.144","75807.484","72769.664"
"11","19","13","76","150","13","1","210.684","19.623","40881.055","38785.137"
"11","19","14","63","109","12","0","150.771","17.86","29332.793","27506.99"
"11","19","15","35","54","11","0","70.957","12.744","13954.882","12456.896"
"11","19","16","0","0","9","0","0","9","0","0"
"11","19","17","0","0","9","0","0","9","0","0"
"11","19","18","0","0","9","0","0","9","0","0"
"11","19","19","0","0","8","0","0","8","0","0"
"11","19","20","0","0","8","0","0","8","0","0"
"11","19","21","0","0","8","0","0","8","0","0"
"11","19","22","0","0","8","0","0","8","0","0"
"11","19","23","0","0","8","0","0","8","0","0"
"11","20","0","0","0","7","0","0","7","0","0"
"11","20","1","0","0","7","0","0","7","0","0"
"11","20","2","0","0","7","0","0","7","0","0"
"11","20","3","0","0","7","1","0","7","0","0"
"11","20","4","0","0","7","0","0","7","0","0"
"11","20","5","0","0","7","0","0","7","0","0"
"11","20","6","0","0","8","0","0","8","0","0"
"11","20","7","0","0","8","0","0","8","0","0"
"11","20","8","0","6","8","1","5.673","5.493","1177.944","0"
"11","20","9","0","11","9","1","10.412","6.711","2150.465","879.417"
"11","20","10","0","16","9","1","15.156","6.902","3127.858","1838.834"
"11","20","11","48","167","9","1","213.751","13.662","42731.496","40590.387"
"11","20","12","0","110","9","1","107.531","11.223","21775.76","20115.604"
"11","20","13","119","151","9","1","248.012","15.292","48994.824","46696.84"
"11","20","14","106","110","9","1","181.525","13.871","35803.473","33828.848"
"11","20","15","75","55","9","0","91.831","12.02","17844.266","16266.81"
"11","20","16","0","0","8","0","0","8","0","0"
"11","20","17","0","0","8","0","0","8","0","0"
"11","20","18","0","0","7","0","0","7","0","0"
"11","20","19","0","0","7","0","0","7","0","0"
"11","20","20","0","0","7","0","0","7","0","0"
"11","20","21","0","0","7","0","0","7","0","0"
"11","20","22","0","0","7","0","0","7","0","0"
"11","20","23","0","0","7","0","0","7","0","0"
"11","21","0","0","0","7","0","0","7","0","0"
"11","21","1","0","0","7","0","0","7","0","0"
"11","21","2","0","0","7","0","0","7","0","0"
"11","21","3","0","0","6","0","0","6","0","0"
"11","21","4","0","0","6","0","0","6","0","0"
"11","21","5","0","0","6","0","0","6","0","0"
"11","21","6","0","0","6","0","0","6","0","0"
"11","21","7","0","0","6","0","0","6","0","0"
"11","21","8","433","50","7","0","234.825","14.031","43229.746","41076.379"
"11","21","9","634","68","8","0","432.842","24.847","79543.5","76393.805"
"11","21","10","725","78","9","0","573.605","32.095","103681.266","99756.977"
"11","21","11","1","138","9","0","138.788","18.066","27254.912","25475.533"
"11","21","12","199","171","9","0","333.066","21.37","64057.445","61357.465"
"11","21","13","711","79","9","0","559.589","30.935","101618.242","97763.664"
"11","21","14","635","65","9","0","420.961","27.884","75994.352","72950.984"
"11","21","15","456","43","8","0","227.611","18.991","40447.527","38362.121"
"11","21","16","0","0","6","0","0","6","0","0"
"11","21","17","0","0","4","0","0","4","0","0"
"11","21","18","0","0","4","0","0","4","0","0"
"11","21","19","0","0","4","0","0","4","0","0"
"11","21","20","0","0","3","0","0","3","0","0"
"11","21","21","0","0","3","0","0","3","0","0"
"11","21","22","0","0","4","0","0","4","0","0"
"11","21","23","0","0","4","0","0","4","0","0"
"11","22","0","0","0","4","0","0","4","0","0"
"11","22","1","0","0","4","0","0","4","0","0"
"11","22","2","0","0","4","0","0","4","0","0"
"11","22","3","0","0","4","0","0","4","0","0"
"11","22","4","0","0","4","0","0","4","0","0"
"11","22","5","0","0","4","0","0","4","0","0"
"11","22","6","0","0","4","0","0","4","0","0"
"11","22","7","0","0","4","0","0","4","0","0"
"11","22","8","0","30","5","0","28.444","1.833","5998.974","4656.296"
"11","22","9","0","60","6","0","57.169","4.599","11915.639","10458.391"
"11","22","10","0","83","8","1","79.893","8.372","16382.642","14835.323"
"11","22","11","372","148","9","1","445.517","21.471","85448.805","82117.898"
"11","22","12","23","153","10","1","171.166","15.589","33949.734","32018.406"
"11","22","13","0","52","10","0","49.349","11.03","10002.06","8582.455"
"11","22","14","0","36","9","0","34.131","7.021","7040.107","5677.659"
"11","22","15","0","16","8","0","15.147","4.801","3154.25","1864.738"
"11","22","16","0","0","7","0","0","7","0","0"
"11","22","17","0","0","7","0","0","7","0","0"
"11","22","18","0","0","6","0","0","6","0","0"
"11","22","19","0","0","6","0","0","6","0","0"
"11","22","20","0","0","6","0","0","6","0","0"
"11","22","21","0","0","6","0","0","6","0","0"
"11","22","22","0","0","5","1","0","5","0","0"
"11","22","23","0","0","5","1","0","5","0","0"
"11","23","0","0","0","5","1","0","5","0","0"
"11","23","1","0","0","5","1","0","5","0","0"
"11","23","2","0","0","5","0","0","5","0","0"
"11","23","3","0","0","5","0","0","5","0","0"
"11","23","4","0","0","5","0","0","5","0","0"
"11","23","5","0","0","5","0","0","5","0","0"
"11","23","6","0","0","5","0","0","5","0","0"
"11","23","7","0","0","5","0","0","5","0","0"
"11","23","8","0","50","5","1","50.156","3.96","10482.605","9053.602"
"11","23","9","13","101","5","1","109.492","6.312","22588.545","20910.996"
"11","23","10","29","138","5","1","166.692","8.606","34064.434","32130.441"
"11","23","11","0","83","6","1","79.413","6.976","16383.308","14835.976"
"11","23","12","332","160","6","1","420.481","17.739","82052.695","78826.656"
"11","23","13","402","119","7","1","405.528","19.973","77826.789","74728.766"
"11","23","14","281","104","6","1","271.699","14.685","52755.125","50360.055"
"11","23","15","141","57","6","1","124.112","9.101","24045.229","22336.252"
"11","23","16","0","0","6","1","0","6","0","0"
"11","23","17","0","0","5","1","0","5","0","0"
"11","23","18","0","0","5","1","0","5","0","0"
"11","23","19","0","0","5","1","0","5","0","0"
"11","23","20","0","0","5","1","0","5","0","0"
"11","23","21","0","0","5","1","0","5","0","0"
"11","23","22","0","0","5","2","0","5","0","0"
"11","23","23","0","0","6","2","0","6","0","0"
"11","24","0","0","0","6","2","0","6","0","0"
"11","24","1","0","0","6","2","0","6","0","0"
"11","24","2","0","0","6","2","0","6","0","0"
"11","24","3","0","0","6","2","0","6","0","0"
"11","24","4","0","0","6","2","0","6","0","0"
"11","24","5","0","0","6","2","0","6","0","0"
"11","24","6","0","0","6","2","0","6","0","0"
"11","24","7","0","0","6","2","0","6","0","0"
"11","24","8","0","2","6","2","1.89","3.857","395.2","0"
"11","24","9","0","4","6","2","3.784","3.918","790.989","0"
"11","24","10","0","7","7","2","6.627","5.024","1378.783","121.823"
"11","24","11","0","22","7","2","20.85","5.439","4330.088","3018.752"
"11","24","12","0","43","7","2","40.793","6.06","8449.146","7059.677"
"11","24","13","0","21","7","2","19.896","5.541","4130.134","2822.524"
"11","24","14","0","14","7","2","13.253","5.273","2754.231","1472.096"
"11","24","15","0","6","7","2","5.673","5.033","1180.172","0"
"11","24","16","0","0","7","2","0","7","0","0"
"11","24","17","0","0","7","2","0","7","0","0"
"11","24","18","0","0","7","2","0","7","0","0"
"11","24","19","0","0","7","2","0","7","0","0"
"11","24","20","0","0","7","1","0","7","0","0"
"11","24","21","0","0","7","1","0","7","0","0"
"11","24","22","0","0","6","1","0","6","0","0"
"11","24","23","0","0","6","0","0","6","0","0"
"11","25","0","0","0","6","0","0","6","0","0"
"11","25","1","0","0","5","0","0","5","0","0"
"11","25","2","0","0","5","0","0","5","0","0"
"11","25","3","0","0","5","0","0","5","0","0"
"11","25","4","0","0","5","0","0","5","0","0"
"11","25","5","0","0","4","0","0","4","0","0"
"11","25","6","0","0","4","0","0","4","0","0"
"11","25","7","0","0","4","0","0","4","0","0"
"11","25","8","0","50","4","0","50.694","1.868","10689.973","9256.9"
"11","25","9","18","100","5","0","111.38","6.946","22888.865","21204.863"
"11","25","10","30","135","6","0","164.072","11.267","33132.723","31220.305"
"11","25","11","50","160","7","0","207.467","14.692","41269.41","39164.051"
"11","25","12","16","146","7","0","158.848","13.193","31855.297","29972.246"
"11","25","13","0","106","8","0","104.952","11.311","21245.449","19596.588"
"11","25","14","0","73","8","0","71.515","8.998","14624.549","13113.046"
"11","25","15","0","32","7","0","30.357","5.103","6313.624","4964.989"
"11","25","16","0","0","7","0","0","7","0","0"
"11","25","17","0","0","7","0","0","7","0","0"
"11","25","18","0","0","7","0","0","7","0","0"
"11","25","19","0","0","7","0","0","7","0","0"
"11","25","20","0","0","7","0","0","7","0","0"
"11","25","21","0","0","7","0","0","7","0","0"
"11","25","22","0","0","6","0","0","6","0","0"
"11","25","23","0","0","6","0","0","6","0","0"
"11","26","0","0","0","6","0","0","6","0","0"
"11","26","1","0","0","6","0","0","6","0","0"
"11","26","2","0","0","5","0","0","5","0","0"
"11","26","3","0","0","5","0","0","5","0","0"
"11","26","4","0","0","5","0","0","5","0","0"
"11","26","5","0","0","5","0","0","5","0","0"
"11","26","6","0","0","5","0","0","5","0","0"
"11","26","7","0","0","5","0","0","5","0","0"
"11","26","8","136","54","6","0","119.235","7.594","23269.133","21576.939"
"11","26","9","203","105","6","0","233.727","14.289","45670.277","43456.313"
"11","26","10","244","139","7","1","320.939","16.343","62824.645","60158.879"
"11","26","11","0","72","8","1","68.399","9.509","13956.191","12458.18"
"11","26","12","0","91","9","1","87.854","9.729","17908.498","16329.71"
"11","26","13","0","91","9","1","88.719","9.871","18073.502","16491.287"
"11","26","14","0","63","8","0","60.716","8.157","12461.904","10993.807"
"11","26","15","0","28","7","0","26.549","4.73","5530.572","4196.734"
"11","26","16","0","0","7","0","0","7","0","0"
"11","26","17","0","0","6","0","0","6","0","0"
"11","26","18","0","0","6","0","0","6","0","0"
"11","26","19","0","0","5","0","0","5","0","0"
"11","26","20","0","0","5","0","0","5","0","0"
"11","26","21","0","0","4","0","0","4","0","0"
"11","26","22","0","0","4","0","0","4","0","0"
"11","26","23","0","0","4","0","0","4","0","0"
"11","27","0","0","0","4","0","0","4","0","0"
"11","27","1","0","0","4","0","0","4","0","0"
"11","27","2","0","0","4","0","0","4","0","0"
"11","27","3","0","0","4","0","0","4","0","0"
"11","27","4","0","0","4","0","0","4","0","0"
"11","27","5","0","0","4","0","0","4","0","0"
"11","27","6","0","0","4","0","0","4","0","0"
"11","27","7","0","0","4","0","0","4","0","0"
"11","27","8","355","50","4","0","199.032","9.458","37319.457","35309.035"
"11","27","9","75","106","5","1","154.703","8.714","31284.201","29414.197"
"11","27","10","104","143","5","1","229.261","10.952","46172.781","43946.227"
"11","27","11","3","134","6","1","136.657","9.279","27905.295","26111.457"
"11","27","12","0","31","6","1","29.391","5.074","6113.418","4768.576"
"11","27","13","0","16","6","1","15.154","3.943","3167.43","1877.676"
"11","27","14","0","11","5","1","10.41","2.673","2187.702","915.971"
"11","27","15","0","4","5","1","3.781","2.414","795.41","0"
"11","27","16","0","0","5","2","0","5","0","0"
"11","27","17","0","0","5","2","0","5","0","0"
"11","27","18","0","0","5","1","0","5","0","0"
"11","27","19","0","0","6","1","0","6","0","0"
"11","27","20","0","0","6","1","0","6","0","0"
"11","27","21","0","0","5","0","0","5","0","0"
"11","27","22","0","0","5","0","0","5","0","0"
"11","27","23","0","0","5","0","0","5","0","0"
"11","28","0","0","0","4","0","0","4","0","0"
"11","28","1","0","0","4","0","0","4","0","0"
"11","28","2","0","0","4","0","0","4","0","0"
"11","28","3","0","0","4","0","0","4","0","0"
"11","28","4","0","0","4","0","0","4","0","0"
"11","28","5","0","0","4","0","0","4","0","0"
"11","28","6","0","0","4","0","0","4","0","0"
"11","28","7","0","0","5","0","0","5","0","0"
"11","28","8","43","58","5","0","81.656","4.396","16622.238","15070.002"
"11","28","9","148","117","6","0","213.583","13.025","42140.871","40014.242"
"11","28","10","324","126","6","0","353.648","19.863","67943.82","65134.449"
"11","28","11","10","139","7","1","147.214","11.33","29776.436","27940.635"
"11","28","12","95","162","7","1","240.995","13.286","48155.461","45878.848"
"11","28","13","264","142","7","0","335.75","20.397","64463.301","61752.004"
"11","28","14","511","79","7","0","366.918","22.358","68070.82","65257.832"
"11","28","15","297","51","6","0","177.442","14.646","32630.711","30729.863"
"11","28","16","0","0","5","0","0","5","0","0"
"11","28","17","0","0","5","0","0","5","0","0"
"11","28","18","0","0","5","0","0","5","0","0"
"11","28","19","0","0","5","0","0","5","0","0"
"11","28","20","0","0","5","0","0","5","0","0"
"11","28","21","0","0","5","0","0","5","0","0"
"11","28","22","0","0","5","0","0","5","0","0"
"11","28","23","0","0","4","0","0","4","0","0"
"11","29","0","0","0","4","0","0","4","0","0"
"11","29","1","0","0","4","0","0","4","0","0"
"11","29","2","0","0","4","0","0","4","0","0"
"11","29","3","0","0","4","0","0","4","0","0"
"11","29","4","0","0","4","0","0","4","0","0"
"11","29","5","0","0","3","0","0","3","0","0"
"11","29","6","0","0","3","0","0","3","0","0"
"11","29","7","0","0","3","0","0","3","0","0"
"11","29","8","0","34","4","0","32.568","0.99","6893.257","5533.608"
"11","29","9","0","76","5","0","75.141","4.518","15666.97","14134.288"
"11","29","10","0","109","6","0","108.682","8.232","22299.586","20628.232"
"11","29","11","263","153","6","1","362.491","16.038","71285.453","68380.172"
"11","29","12","22","145","7","1","162.353","11.875","32735.127","30831.877"
"11","29","13","722","69","7","0","541.371","27.165","99845.242","96050.055"
"11","29","14","645","57","7","0","409.994","25.482","74575.063","71573.672"
"11","29","15","472","36","6","0","222.533","16.773","39608.129","37542.992"
"11","29","16","0","0","4","0","0","4","0","0"
"11","29","17","0","0","3","0","0","3","0","0"
"11","29","18","0","0","3","0","0","3","0","0"
"11","29","19","0","0","3","0","0","3","0","0"
"11","29","20","0","0","4","0","0","4","0","0"
"11","29","21","0","0","4","0","0","4","0","0"
"11","29","22","0","0","5","1","0","5","0","0"
"11","29","23","0","0","5","1","0","5","0","0"
"11","30","0","0","0","5","1","0","5","0","0"
"11","30","1","0","0","5","0","0","5","0","0"
"11","30","2","0","0","4","0","0","4","0","0"
"11","30","3","0","0","4","0","0","4","0","0"
"11","30","4","0","0","4","0","0","4","0","0"
"11","30","5","0","0","4","0","0","4","0","0"
"11","30","6","0","0","4","0","0","4","0","0"
"11","30","7","0","0","4","0","0","4","0","0"
"11","30","8","0","36","5","0","34.998","2.14","7371.561","6002.784"
"11","30","9","0","86","5","0","86.759","5.263","18031.482","16450.143"
"11","30","10","22","127","6","1","142.959","8.675","29206.822","27383.854"
"11","30","11","0","7","7","1","6.628","5.34","1377.171","120.24"
"11","30","12","0","65","7","1","61.728","6.435","12764.641","11290.511"
"11","30","13","0","86","7","0","83.604","7.776","17188.078","15624.193"
"11","30","14","573","69","7","0","386.748","20.923","72025.758","69098.992"
"11","30","15","348","46","6","0","188.627","15.253","34282.512","32343.447"
"11","30","16","0","0","8","0","0","8","0","0"
"11","30","17","0","0","7","0","0","7","0","0"
"11","30","18","0","0","7","0","0","7","0","0"
"11","30","19","0","0","7","0","0","7","0","0"
"11","30","20","0","0","6","0","0","6","0","0"
"11","30","21","0","0","6","0","0","6","0","0"
"11","30","22","0","0","6","0","0","6","0","0"
"11","30","23","0","0","5","0","0","5","0","0"
"12","1","0","0","0","5","0","0","5","0","0"
"12","1","1","0","0","4","0","0","4","0","0"
"12","1","2","0","0","4","0","0","4","0","0"
"12","1","3","0","0","4","0","0","4","0","0"
"12","1","4","0","0","5","0","0","5","0","0"
"12","1","5","0","0","5","0","0","5","0","0"
"12","1","6","0","0","5","0","0","5","0","0"
"12","1","7","0","0","6","0","0","6","0","0"
"12","1","8","458","35","8","0","215.299","14.18","38722.531","36678.66"
"12","1","9","666","52","9","1","409.882","21.031","75961.008","72918.633"
"12","1","10","721","67","10","1","535.916","26.823","98939.148","95174.117"
"12","1","11","346","140","11","1","401.274","24.287","75843.531","72804.641"
"12","1","12","321","148","11","1","394.515","23.426","74908.703","71897.477"
"12","1","13","0","14","11","1","13.258","11.093","2686.305","1405.42"
"12","1","14","37","94","11","1","120.619","12.56","24084.189","22374.367"
"12","1","15","0","23","10","1","21.796","8.791","4461.298","3147.513"
"12","1","16","0","0","10","1","0","10","0","0"
"12","1","17","0","0","10","1","0","10","0","0"
"12","1","18","0","0","10","0","0","10","0","0"
"12","1","19","0","0","9","0","0","9","0","0"
"12","1","20","0","0","8","0","0","8","0","0"
"12","1","21","0","0","7","0","0","7","0","0"
"12","1","22","0","0","7","0","0","7","0","0"
"12","1","23","0","0","7","0","0","7","0","0"
"12","2","0","0","0","7","1","0","7","0","0"
"12","2","1","0","0","7","0","0","7","0","0"
"12","2","2","0","0","7","0","0","7","0","0"
"12","2","3","0","0","7","0","0","7","0","0"
"12","2","4","0","0","7","0","0","7","0","0"
"12","2","5","0","0","7","0","0","7","0","0"
"12","2","6","0","0","7","0","0","7","0","0"
"12","2","7","0","0","7","0","0","7","0","0"
"12","2","8","450","36","8","0","212.444","14.064","38214.199","36182.484"
"12","2","9","669","52","8","0","409.678","23.837","74884.914","71874.391"
"12","2","10","0","115","9","1","115.929","12.597","23334.09","21640.496"
"12","2","11","0","87","9","1","83.931","9.871","17098.051","15536.022"
"12","2","12","0","103","9","1","100.957","10.264","20531.033","18897.318"
"12","2","13","0","73","10","0","69.937","10.83","14187.331","12684.662"
"12","2","14","0","69","9","0","67.611","9.185","13814.973","12319.803"
"12","2","15","0","28","8","0","26.554","5.869","5504.38","4171.036"
"12","2","16","0","0","8","0","0","8","0","0"
"12","2","17","0","0","8","0","0","8","0","0"
"12","2","18","0","0","8","0","0","8","0","0"
"12","2","19","0","0","8","0","0","8","0","0"
"12","2","20","0","0","8","0","0","8","0","0"
"12","2","21","0","0","8","0","0","8","0","0"
"12","2","22","0","0","8","0","0","8","0","0"
"12","2","23","0","0","7","0","0","7","0","0"
"12","3","0","0","0","7","0","0","7","0","0"
"12","3","1","0","0","7","0","0","7","0","0"
"12","3","2","0","0","7","0","0","7","0","0"
"12","3","3","0","0","7","0","0","7","0","0"
"12","3","4","0","0","7","0","0","7","0","0"
"12","3","5","0","0","6","0","0","6","0","0"
"12","3","6","0","0","6","0","0","6","0","0"
"12","3","7","0","0","6","0","0","6","0","0"
"12","3","8","411","38","7","0","199.919","12.503","36301.645","34315.293"
"12","3","9","628","58","8","0","397.539","23.288","72926.734","69973.711"
"12","3","10","13","121","9","0","130.932","16.063","25907.145","24157.52"
"12","3","11","39","147","9","0","185.209","15.435","36720.828","34724.582"
"12","3","12","32","145","9","0","178.032","15.711","35267.004","33304.965"
